,INDEX_,sub_smiles
2,4979,c4ccccRc4L
3,4979,L
0,4980,COCR[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccRccc5c4CCN3C[C@H]2C[C@@H]R[C@@H]1OC
1,4980,=O
2,4980,OC
3,4980,OCRC=Cc2ccRcRcRc2
4,4980,=O
5,4980,OC
6,4980,OC
7,4980,OC
0,4981,O=C1CS[C@@H]RN1c1ccRccc1O
1,4981,c2ccccRc2
2,4981,L
3,4981,P
0,4982,NCRC1=CNRC=CC1
1,4982,=O
2,4982,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,4982,CO[P@@]RRO[P@@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,4982,O
5,4982,=O
6,4982,O
7,4982,=O
8,4982,O
9,4982,n4cnc5cRncnc54
10,4982,O
11,4982,N
0,4983,C=C1CC[C@H]RC/C1=C/C=C1\CCC[C@@]2R[C@H]1CC[C@@H]2[C@H]RCCCCRC
1,4983,O
2,4983,C
3,4983,C
4,4983,C
0,4984,CCNRCCOc1cccRcc1
1,4984,CC
2,4984,CRc2ccccc2
3,4984,=CRc2ccccc2
4,4984,L
0,4985,N[C@@H]1N[C@H]2CC[C@H]RC[C@H]2[C@H]RN1
1,4985,CN3CC[C@H]4CCCC[C@@H]43
2,4985,N
0,4986,CNCR[C@@H]RCRRC
1,4986,=O
2,4986,NCR[C@H]R[C@H]RCRNO
3,4986,C
4,4986,C
5,4986,=O
6,4986,CCRC
7,4986,O
8,4986,=O
9,4986,C
0,4987,NCRC1=CNRC=CC1
1,4987,=O
2,4987,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,4987,CO[P@@]RRO[P@@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,4987,O
5,4987,=O
6,4987,O
7,4987,=O
8,4987,O
9,4987,n4cnc5cRncnc54
10,4987,O
11,4987,N
0,4988,O=c1[nH]ccRcR[nH]1
1,4988,F
2,4988,=O
0,4989,COc1cRc2cRCROC2
1,4989,C
2,4989,cRc1C/C=CRCCCROCCN1CCOCC1
3,4989,=O
4,4989,O
5,4989,\C
6,4989,=O
0,4990,CNRCCCN1c2ccccc2CCc2ccccc21
1,4990,C
0,4991,COc1ccccc1Oc1cRncRnc1OCCO
1,4991,NSRRc2cccRcc2
2,4991,-c2ncccn2
3,4991,=O
4,4991,=O
5,4991,CRRC
6,4991,C
7,4991,C
0,4992,CCOCRC1=CRNCR=CRC1c1ccccc1L
1,4992,=O
2,4992,COCCN
3,4992,C
4,4992,CROC
5,4992,=O
0,4993,O=c1ccnRcR[nH]1
1,4993,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
2,4993,=O
3,4993,COPRRO
4,4993,O
5,4993,=O
6,4993,O
0,4994,COc1cc2cRcRcRcn2[C@H]RCRC
1,4994,cc1Cc1ccccRc1F
2,4994,=O
3,4994,CRO
4,4994,CO
5,4994,C
6,4994,L
7,4994,=O
0,4995,NCCc1cccRcRc1
1,4995,O
2,4995,O
0,4996,O=C1c2cRcccRc2CRc2cRcccRc21
1,4996,O
2,4996,O
3,4996,=O
4,4996,NCCNCCO
5,4996,NCCNCCO
0,4997,NCR[C@@H]RCc1cccRcc1
1,4997,=O
2,4997,N
3,4997,O
0,4998,NCCCSC[C@H]RCO
1,4998,N
0,4999,CCNRCRN[C@H]1C=C2c3cccc4[nH]ccRC[C@H]2NRC1
1,4999,CC
2,4999,=O
3,4999,c34
4,4999,C
0,5000,O=C1Nc2cccRcc2CR=NC1O
1,5000,L
2,5000,c2ccccc2
0,5001,NCR[C@@H]RCCCC[NH3+]
1,5001,=O
2,5001,N
0,5002,CNRC[C@@H]RCOc1cccRcc1
1,5002,C
2,5002,O
3,5002,Nc2ccRncn2
4,5002,Nc3ccRccc3F
5,5002,CRRF
6,5002,F
7,5002,F
0,5003,CCRNCCCRc1ccccc1
1,5003,Cc1ccccc1
2,5003,c1ccccc1
0,5004,[C-]#[N+]CCCC
0,5005,CCRC[C@H]RBRO
1,5005,C
2,5005,N=CRCN=CRc1ccRccc1L
3,5005,O
4,5005,O
5,5005,O
6,5005,L
0,5006,Cn1cRc2[nH]cnc2nRc1=O.Cn1cRc2[nH]cnc2nRc1=O.NCCN
1,5006,=O
2,5006,C
3,5006,=O
4,5006,C
0,5007,CCRRNCCRc1cccRcRn1
1,5007,C
2,5007,C
3,5007,O
4,5007,O
5,5007,CO
0,5008,Nc1ccnRcRn1
1,5008,[C@H]2C[C@H]R[C@@H]RO2
2,5008,=O
3,5008,O
4,5008,COPRROPRROPRROPRROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
5,5008,=O
6,5008,O
7,5008,=O
8,5008,O
9,5008,=O
10,5008,O
11,5008,=O
12,5008,O
13,5008,n4cccR[nH]c4=O
14,5008,O
15,5008,=O
0,5009,O=C1N=CRS[C@@H]1Cc1cccRcc1
1,5009,S
2,5009,CRRF
3,5009,F
4,5009,F
0,5010,CCOc1cccRcc1
1,5010,NCR=O
2,5010,C
0,5011,CCRRO
1,5011,C
2,5011,C
0,5012,O=c1ccnRcR[nH]1
1,5012,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
2,5012,=O
3,5012,CO[P@@]RRO[P@@]RRO[C@H]3O[C@H]R[C@H]R[C@H]R[C@H]3O
4,5012,O
5,5012,=O
6,5012,O
7,5012,=O
8,5012,O
9,5012,CO
10,5012,O
11,5012,O
0,5013,C[C@H]R[C@H]1CC[C@H]2[C@H]3[C@H]R[C@@]1RCC[C@@H]RC[C@H]1C[C@H]3O
1,5013,CCCRO
2,5013,C[C@H]R[C@@]21C
3,5013,C
4,5013,O
5,5013,=O
6,5013,O
0,5014,COc1cccRcRc1
1,5014,OC
2,5014,CRCNCRCN
3,5014,O
4,5014,=O
0,5015,Nc1ccncc1
0,5016,c1ccc2cRc[nH]c2c1
1,5016,CCc3ccncc3
0,5017,N#Cc1ccRcc2ccRoc12
1,5017,O
2,5017,-c3cccRcc3
3,5017,O
0,5018,COc1cccRcc1L
1,5018,CNc2ncRncc2CRNCc2ncccn2
2,5018,N3CCC[C@H]3CO
3,5018,=O
0,5019,C=CC[N+]1RCCCC1
1,5019,[C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H]R[C@@H]RC[C@]5R[C@H]4CC[C@]3R[C@H]2OCR=O
2,5019,O
3,5019,N6CCOCC6
4,5019,C
5,5019,C
6,5019,C
0,5020,CSRRCCNCc1cccRo1
1,5020,=O
2,5020,=O
3,5020,-c2ccc3ncncRc3c2
4,5020,Nc4cccRcRc4
5,5020,OCc5ccccRc5
6,5020,L
7,5020,F
0,5021,NCRCN1CR[C@@H]RCc2ccccc21
1,5021,=O
2,5021,=O
3,5021,NCRC2=CC3=C[C@H]RSC3=N2
4,5021,=O
5,5021,L
0,5022,O=CRc1cc2ccRccc2[nH]1
1,5022,N[C@@H]RCRN1CCCRCC1
2,5022,L
3,5022,Cc1cccRcc1
4,5022,=O
5,5022,O
6,5022,F
0,5023,CNRc1ccccn1
1,5023,CCOc1cccRcc1
2,5023,CC2SCRNC2=O
3,5023,=O
0,5024,N[C@@H]RCRO
1,5024,CCRO
2,5024,=O
3,5024,=O
0,5025,N[C@@H]1N[C@H]2CC[C@H]RC[C@H]2[C@H]RN1
1,5025,CN3CC[C@H]4CCCC[C@@H]43
2,5025,N
0,5026,C/C1=C/CRO[C@@H]2C[C@@H]RO[C@@]RRC2
1,5026,=O
2,5026,CC[C@H]R/C=C\CC1
3,5026,O
4,5026,[C@@H]1CSCRN1
5,5026,C
6,5026,=O
0,5027,CCR[C@H]R[P@]RRO[C@H]Rc1ccccRc1
1,5027,C
2,5027,NCROCc1ccccc1
3,5027,=O
4,5027,O
5,5027,CRO
6,5027,CN
7,5027,=O
8,5027,=O
0,5028,O=PRRO[C@@H]1[C@@H]R[C@@H]R[C@@H]R[C@H]R[C@H]1O
1,5028,O
2,5028,O
3,5028,O
4,5028,O
5,5028,OPRRO
6,5028,O
7,5028,=O
8,5028,O
0,5029,CC[C@H]R[C@H]RCR=N[C@@H]RCR=N[C@@H]RCR=N[C@@H]RCR=N[C@H]R[C@@H]RO
1,5029,C
2,5029,N=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CR[C@@H]1CCCN1CR[C@@H]R[C@@H]RO
3,5029,O
4,5029,CCRO
5,5029,O
6,5029,CCSC
7,5029,O
8,5029,CCRC
9,5029,O
10,5029,CR=N[C@@H]RCR=N[C@@H]RCR=N[C@@H]RCR=N[C@@H]RCRO
11,5029,C
12,5029,O
13,5029,Cc1cccRcc1
14,5029,O
15,5029,CCCNCRN
16,5029,O
17,5029,CCCNCRN
18,5029,O
19,5029,CCRC
20,5029,O
21,5029,CCRO
22,5029,O
23,5029,C
24,5029,O
25,5029,C
26,5029,O
27,5029,Cc1cccRcc1
28,5029,O
29,5029,CCCRO
30,5029,O
31,5029,C
32,5029,O
33,5029,CCSC
34,5029,O
35,5029,CCCRO
36,5029,O
37,5029,CCCRO
38,5029,O
39,5029,=O
40,5029,N=CR[C@H]RN=CR[C@H]RN=CR[C@H]RN=CRCN=CR[C@@H]1CCCN1CR[C@H]RN=CR[C@@H]RCRC
41,5029,C
42,5029,=N
43,5029,C
44,5029,O
45,5029,CCCNCRN
46,5029,O
47,5029,CCCRO
48,5029,O
49,5029,CCCNCRN
50,5029,O
51,5029,Cc1cccRcc1
52,5029,=N
53,5029,O
54,5029,=N
55,5029,=N
56,5029,C
57,5029,=O
58,5029,O
59,5029,=N
60,5029,=N
61,5029,=O
62,5029,O
63,5029,C
64,5029,O
65,5029,CCRO
66,5029,O
67,5029,CCRO
68,5029,O
69,5029,O
70,5029,=O
71,5029,Cc1cccRcc1
72,5029,O
73,5029,N=CR[C@@H]1CCCN1CR[C@H]RN=CR[C@H]RN=CR[C@@H]1CCCN1CR[C@H]RN
74,5029,C
75,5029,=N
76,5029,=N
77,5029,=N
78,5029,O
79,5029,=N
80,5029,=O
81,5029,O
82,5029,O
83,5029,=O
84,5029,CCCRO
85,5029,O
86,5029,CCRC
87,5029,O
88,5029,=O
89,5029,C
90,5029,=O
91,5029,C
0,5030,C[C@H]R[C@H]1CC[C@H]2[C@H]3[C@H]R[C@@]1RCC[C@@H]RC[C@H]1C[C@H]3O
1,5030,CCCRNCCR[O-]
2,5030,C[C@H]R[C@@]21C
3,5030,C
4,5030,O
5,5030,=O
6,5030,=O
7,5030,O
0,5031,C=CCC1RCRNCRNC1=O
1,5031,CRCC
2,5031,=O
3,5031,=O
4,5031,C
0,5032,C#C[C@]1RCC[C@H]2[C@@H]3CCc4ccRccc4[C@H]3CC[C@@]21C
1,5032,O
2,5032,OC
0,5033,Oc1ccc2cRnoc2c1
1,5033,-c3ccRcRcc3O
2,5033,P
3,5033,O
0,5034,CCRC[C@H]R[C@H]R[C@@H]RCC1CCCCC1
1,5034,C
2,5034,O
3,5034,O
4,5034,N
0,5035,Cc1ncRcRs1
1,5035,C
2,5035,-c2ccncRn2
3,5035,N
0,5036,CN[C@H]1CNRSRRc2scRcc21
1,5036,c2ccccRc2
2,5036,=O
3,5036,=O
4,5036,SRR=O
5,5036,OC
6,5036,N
7,5036,=O
0,5037,CN1CRCN=CRc2ccRccc21
1,5037,=O
2,5037,c2ccccc2
3,5037,L
0,5038,CCC1RCRNCRNC1=O
1,5038,c2ccccc2
2,5038,=O
3,5038,=O
0,5039,CCRCCNc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,5039,C
2,5039,COPRRO
3,5039,O
4,5039,=O
5,5039,O
0,5040,CCRc1ccRcRcRc1
1,5040,C
2,5040,CRC
3,5040,SRRN[C@@H]RCRN2CCNRCC2
4,5040,CRC
5,5040,C
6,5040,=O
7,5040,=O
8,5040,Cc2ccccRc2
9,5040,=O
10,5040,CRCCN
11,5040,C
12,5040,CRN
13,5040,=O
14,5040,=N
0,5041,Cc1cc2nc3cR[nH]cRnc-3nRc2cc1C
1,5041,=O
2,5041,=O
3,5041,C[C@H]R[C@H]R[C@H]RCO[P@@]RRO[P@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,5041,O
5,5041,O
6,5041,O
7,5041,=O
8,5041,O
9,5041,=O
10,5041,O
11,5041,n4cnc5cRncnc54
12,5041,O
13,5041,N
0,5042,CCc1ccRcRcc1O
1,5042,-c2n[nH]cc2-c2c[nH]cn2
2,5042,O
0,5043,CN1CC[C@]23c4c5cccRc4O[C@H]2[C@@H]RC=C[C@H]3[C@H]1C5
1,5043,O
2,5043,O
0,5044,COc1ccc2ncR[nH]c2c1
1,5044,SRCc3nccRcRc3C
2,5044,=O
3,5044,C
4,5044,OC
0,5045,O=[N+]ROCCRO[N+]R[O-]
1,5045,[O-]
2,5045,CO[N+]R[O-]
3,5045,=O
4,5045,=O
0,5046,CCCCCCCCN[C@@H]1C=CR[C@@H]R[C@H]R[C@H]1O
1,5046,CO
2,5046,O
3,5046,O
0,5047,NCRNCRCc1ccccc1
1,5047,=O
2,5047,=O
0,5048,CCRNCCRc1cccRcRc1
1,5048,CCc1ccccc1
2,5048,O
3,5048,O
4,5048,CR=O
5,5048,N
0,5049,CCNCRNCC
1,5049,=NCCCC[C@H]RCRN1CCC[C@H]1CRN[C@H]RCR=O
2,5049,NCR[C@H]RNCR[C@@H]RNCR[C@H]RNCR[C@H]RNCR[C@@H]RNCR[C@@H]RNCR[C@@H]RNCR=O
3,5049,=O
4,5049,=O
5,5049,C
6,5049,N
7,5049,=O
8,5049,CCRC
9,5049,=O
10,5049,CCCCN=CRNCC
11,5049,=O
12,5049,Cc1cccRcc1
13,5049,=O
14,5049,CO
15,5049,=O
16,5049,Cc1cccnc1
17,5049,=O
18,5049,Cc1cccRcc1
19,5049,=O
20,5049,Cc1ccc2ccccc2c1
21,5049,C
22,5049,C
23,5049,NCC
24,5049,O
25,5049,L
0,5050,C=Cc1cRc2n3c1C=c1cRcRc4n1[Fe@@]31n3cRC=c3cRcRcR=C2
1,5050,C
2,5050,C
3,5050,CCCROC
4,5050,cRcRc3C=4
5,5050,C
6,5050,C=C
7,5050,n31
8,5050,=O
9,5050,C
10,5050,CCCROC
11,5050,=O
0,5051,NC[C@@H]1O[C@H]R[C@H]R[C@@H]R[C@@H]1O
1,5051,O[C@@H]2[C@@H]RO[C@@H]R[C@@H]2O
2,5051,N
3,5051,O
4,5051,CO
5,5051,O[C@@H]3[C@@H]R[C@H]RC[C@H]R[C@H]3O[C@H]3O[C@H]R[C@@H]R[C@H]R[C@H]3N
6,5051,O
7,5051,N
8,5051,N
9,5051,CN
10,5051,O
11,5051,O
0,5052,OC[C@]1ROCR[C@@H]R[C@@H]R[C@@H]1O
1,5052,F
2,5052,F
3,5052,O
4,5052,O
0,5053,O=PRRCRRPRRO
1,5053,O
2,5053,O
3,5053,O
4,5053,Cn1ccnc1
5,5053,=O
6,5053,O
0,5054,CCCCPRRCCCN
1,5054,=O
2,5054,O
0,5055,Cc1cccRcRc1
1,5055,NCCCN
2,5055,[N+]R[O-]
3,5055,=O
0,5056,Nc1ccRncn1
1,5056,Nc2cccRcc2
2,5056,SRR=O
3,5056,N
4,5056,=O
0,5057,CNCR[C@@H]RCRRC
1,5057,=O
2,5057,NCR[C@H]R[C@H]RCRNO
3,5057,C
4,5057,C
5,5057,=O
6,5057,CCRC
7,5057,CNCRc1nccs1
8,5057,=O
9,5057,C
10,5057,=O
0,5058,CC[C@H]1OCR[C@H]R[C@@H]R[C@H]R[C@@H]R[C@]RRC[C@@H]RCR[C@H]R[C@@H]R[C@]1RO
1,5058,=O
2,5058,C
3,5058,O[C@H]2C[C@@]RR[C@@H]R[C@H]RO2
4,5058,C
5,5058,O[C@@H]2O[C@H]RC[C@H]R[C@H]2O
6,5058,C
7,5058,O
8,5058,C
9,5058,=O
10,5058,C
11,5058,O
12,5058,C
13,5058,C
14,5058,OC
15,5058,O
16,5058,C
17,5058,C
18,5058,NRC
19,5058,C
0,5059,CCCCCN=CR[C@H]RN=CRO
1,5059,O
2,5059,Cc1cccRc2ccccc12
3,5059,C
4,5059,NRc2ccccc2CRO
5,5059,CRCRO
6,5059,=O
7,5059,=O
8,5059,=O
0,5060,N=c1ncRc2cRN=C[C@H]RN2CO
1,5060,O
2,5060,[nH]1
3,5060,CNc1cccRcc1
4,5060,CRN[C@@H]RCRO
5,5060,=O
6,5060,CCCRO
7,5060,=O
8,5060,=O
0,5061,N=CRN[N+]R[O-]
1,5061,NCCC[C@H]RCNCCN
2,5061,=O
3,5061,N
0,5062,O=CRc1ccRc[nH]1
1,5062,N[C@H]Rc1cccRcRc1
2,5062,-c2n[nH]cc2-c2ccccRc2
3,5062,CO
4,5062,F
5,5062,L
6,5062,L
0,5063,O=CRCOCCN1CCNRCC1
1,5063,O
2,5063,CRc2cccRcc2
3,5063,c2ccccc2
4,5063,L
0,5064,O=CRCn1cnc2ccRcRcc2c1=O
1,5064,C[C@H]1NCCC[C@@H]1O
2,5064,P
3,5064,L
0,5065,N=CRc1cccRcc1
1,5065,N
2,5065,C[C@@H]2CCCC[C@@H]RC2=O
3,5065,Cc3cccRcc3
4,5065,CRN
5,5065,=N
0,5066,CCCCn1cRnc2cRncnc21
1,5066,Cc2ccRcRcRc2L
2,5066,N
3,5066,OC
4,5066,OC
5,5066,OC
0,5067,Cc1c2ccccc2cRc2ccccc12
1,5067,CCCRO
2,5067,=O
0,5068,NCR=O
1,5068,N
0,5069,CCc1oc2ccRccc2c1CRc1ccRcRcRc1
1,5069,SRRNRC
2,5069,=O
3,5069,P
4,5069,O
5,5069,P
6,5069,=O
7,5069,=O
8,5069,C
0,5070,CN1CC[C@H]R[C@H]RC1
1,5070,NRCRN2CCR=C[C@@]2Rc2ccccc2
2,5070,F
3,5070,C
4,5070,=O
5,5070,c3ccRccc3F
6,5070,CO
7,5070,F
0,5071,CC[C@@H]R[C@@H]RCNRC
1,5071,c1ccccRc1
2,5071,C
3,5071,C
4,5071,O
0,5072,O=CRc1ccccc1NCc1ccncc1
1,5072,Nc1cccRcc1
2,5072,L
0,5073,CCCCCCCCCCCCCCCCRO
1,5073,=O
0,5074,CCRNc1ccccRc1
1,5074,=O
2,5074,Nc2ncRn3nccRc3n2
3,5074,Nc3ccccc3
4,5074,C#N
0,5075,Cc1cccRcn1
1,5075,-c2nccRcc2-c2cccRcc2
2,5075,L
3,5075,SRR=O
4,5075,C
5,5075,=O
0,5076,CN1CCNRCC1
1,5076,CCRN2c3ccccc3CRNc3cccnc32
2,5076,=O
3,5076,=O
0,5077,O=SRRN1CCCNCC1
1,5077,=O
2,5077,c1cccc2cRnccc12
3,5077,O
0,5078,c1cccRcc1
1,5078,-c2nccRs2
2,5078,-c3cc[nH]n3
0,5079,O=CRc1ccRccc1L
1,5079,Nc1ccccc1
2,5079,[N+]R[O-]
3,5079,=O
0,5080,CC1RO[C@@H]2CO[C@@]3ROCRRO[C@H]3[C@@H]2O1
1,5080,C
2,5080,COSRR=O
3,5080,C
4,5080,C
5,5080,N
6,5080,=O
0,5081,O=C1OCRRc2ccccc21
1,5081,c2cccRcc2
2,5081,c2cccRcc2
3,5081,O
4,5081,O
0,5082,N[C@@H]RCRO
1,5082,C[C@H]1CO1
2,5082,=O
0,5083,O=C1NCRNCRC1Cc1cccRo1
1,5083,=S
2,5083,=O
3,5083,-c2ccccc2CRRF
4,5083,F
5,5083,F
0,5084,Nc1ncRnc2c1ncn2[C@H]1C[C@H]R[C@@H]RO1
1,5084,L
2,5084,O
3,5084,CO
0,5085,O=CR[C@@H]R[C@@H]RCRO
1,5085,O
2,5085,O
3,5085,O
4,5085,=O
0,5086,CNRCROc1ccc[n+]Rc1
1,5086,C
2,5086,=O
3,5086,C
0,5087,C[C@@H]R[C@@H]R[C@H]1CNc2[nH]cRncRc2N1
1,5087,O
2,5087,O
3,5087,=N
4,5087,O
0,5088,CCSCc1ccc2cRc1c3cRCNC3=O
1,5088,c1
2,5088,c4c5ccRccc5n5c4c1n2[C@@H]1C[C@H]R[C@]5RO1
3,5088,CSCC
4,5088,CROOC
5,5088,C
6,5088,=O
0,5089,CO[C@]12CC[C@@]3R[C@H]1Cc4cccRc5c4[C@@]3R[C@H]2O5
1,5089,C[C@@H]1[C@]RRCRRC
2,5089,O
3,5089,CCN1CC1CC1
4,5089,C
5,5089,O
6,5089,C
7,5089,C
0,5090,N=CRNc1cccRcc1
1,5090,N
2,5090,CO
0,5091,COc1ccc2ccccRc2c1
1,5091,CCNCR=O
2,5091,C
0,5092,CCCCNCRc1ccccRc1
1,5092,=O
2,5092,NCRCCCCCNc2ncnc3[nH]cnc23
3,5092,=O
0,5093,Cn1cRc2cRnRc1=O
1,5093,=O
2,5093,ncn2C
3,5093,C
0,5094,CC1RCCCRRc2ccRccc21
1,5094,C
2,5094,C
3,5094,C
4,5094,CRc3ccc4ccRccc4c3
5,5094,=O
6,5094,CRO
7,5094,=O
0,5095,CNRCC/C=C1/c2ccccc2COc2cccRcc21
1,5095,C
2,5095,CCRO
3,5095,=O
0,5096,CCRRc1ncRcRs1
1,5096,C
2,5096,C
3,5096,-c2ccccRc2F
4,5096,-c2ccncRn2
5,5096,NSRRc3cRcccc3F
6,5096,N
7,5096,=O
8,5096,=O
9,5096,F
0,5097,COCRC1=CRNCR=CRC1c1ccccRc1
1,5097,=O
2,5097,C
3,5097,C
4,5097,CROCCNRCc2ccccc2
5,5097,[N+]R[O-]
6,5097,=O
7,5097,C
8,5097,=O
0,5098,Lc1cccRcRc1
1,5098,COCRc2cccRcc2L
2,5098,L
3,5098,Cn2ccnc2
4,5098,L
0,5099,N[C@@H]RCRO
1,5099,CCCRN[C@@H]RCRO
2,5099,=O
3,5099,=O
4,5099,CS
5,5099,=O
0,5100,N=CR[C@@H]1C[C@@]2Rc2ccRccc2O1
1,5100,O
2,5100,N=CRN=C2O
3,5100,F
4,5100,O
0,5101,CCSRRN[C@H]RCRN[C@@H]RCRNCc1cccRcc1
1,5101,=O
2,5101,=O
3,5101,Cc1c[nH]c2ccccc12
4,5101,=O
5,5101,CCCR=O
6,5101,=O
7,5101,CRN
8,5101,N
9,5101,=N
0,5102,CNRCCCRc1ccccn1
1,5102,C
2,5102,c1ccccc1
0,5103,CCNRCRN[C@H]1C=C2c3cccc4[nH]ccRC[C@H]2NRC1
1,5103,CC
2,5103,=O
3,5103,c34
4,5103,C
0,5104,CCRRNC[C@@H]RCOc1ccRccRc1F
1,5104,C
2,5104,CC1Cc2ccccc2C1
3,5104,O
4,5104,CCCRO
5,5104,F
6,5104,=O
0,5105,C[C@@H]R[C@H]1CC[C@H]RCC1
1,5105,N
2,5105,CRNc2ccncc2
3,5105,=O
0,5106,O=PRROC[C@@H]R[C@@H]R[C@H]R[C@H]RCOPRRO
1,5106,O
2,5106,O
3,5106,O
4,5106,O
5,5106,O
6,5106,O
7,5106,=O
8,5106,O
0,5107,CCCNCCRCOc1ccccc1CRCCc1ccccc1
1,5107,O
2,5107,=O
0,5108,O=c1ocRcRc2ccccc12
1,5108,L
2,5108,L
0,5109,NOCCRO
1,5109,=O
0,5110,O=PRR[C@@H]Rc1ccccc1
1,5110,O
2,5110,O
3,5110,NCc1ccccc1
0,5111,COc1ccc2cRNRc1ccccc1S2
1,5111,c1
2,5111,C[C@H]RCNRC
3,5111,C
4,5111,C
0,5112,Lc1ccc2cRCR=NCc1nncn1-2
1,5112,c1
2,5112,c1ccccc1
0,5113,OC[C@H]1NC[C@H]R[C@@H]R[C@H]1O
1,5113,O
2,5113,O
0,5114,NCR[C@@H]R[C@H]RCRO
1,5114,=O
2,5114,O
3,5114,N
4,5114,=O
0,5115,CCCCn1cRnc2cRncnc21
1,5115,Cc2cccRcc2
2,5115,N
3,5115,OC
0,5116,C[C@H]1CNRC[C@@H]RN1
1,5116,c2cRcRc3cRcRcnRc3c2F
2,5116,C
3,5116,F
4,5116,N
5,5116,=O
6,5116,CRO
7,5116,C4CC4
8,5116,=O
0,5117,CCRCCRC1RCCC1
1,5117,C
2,5117,NRC
3,5117,c2cccRcc2
4,5117,C
5,5117,L
0,5118,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,5118,COPRRCPRRO[P@]RROC[C@H]2O[C@@H]R[C@H]R[C@@H]2O
2,5118,O
3,5118,=O
4,5118,O
5,5118,=O
6,5118,O
7,5118,O
8,5118,=S
9,5118,n3cnc4cRncnc43
10,5118,O
11,5118,N
0,5119,CN1CCC[C@@H]1CCn1ccRc2ccccc21
1,5119,C2=CRCRNC2=O
2,5119,c3c[nH]c4ccccc34
3,5119,=O
0,5120,Nc1ncRc2ncRcnc2n1
1,5120,N
2,5120,CN3c4cccRcc4C=CC4=CCC=C[C@@H]43
3,5120,O
0,5121,CCROc1ccccc1CRO
1,5121,=O
2,5121,=O
0,5122,O=CRC1=CRCCC1
1,5122,O
2,5122,CRNc2cRccRcc2F
3,5122,=O
4,5122,F
5,5122,-c3ccccRc3
6,5122,OCRRF
7,5122,F
8,5122,F
0,5123,N[C@@H]1N[C@H]2CC[C@H]RC[C@H]2[C@H]RN1
1,5123,CN3CC[C@H]4CCCC[C@@H]43
2,5123,N
0,5124,CCRc1cccRcRc1
1,5124,CRO
2,5124,-c2ccccc2
3,5124,F
4,5124,=O
0,5125,CO[C@H]1O[C@H]R[C@@H]R[C@H]R[C@@H]1S[C@H]1O[C@H]R[C@@H]R[C@H]R[C@@H]1O
1,5125,CO
2,5125,O
3,5125,O
4,5125,CO
5,5125,O
6,5125,O
0,5126,CCCCCCCCCCCC1=CRCRc2scnc2C1=O
1,5126,O
2,5126,=O
0,5127,NCc1cccRs1
1,5127,-c2cccs2
0,5128,Cc1ccccRc1
1,5128,CRc2ccncRc2
2,5128,=O
3,5128,NCc3cccRcc3
4,5128,CRN
5,5128,=N
0,5129,COc1ccRccc1-n1cncRc1
1,5129,/C=C2\CCCNRC2=O
2,5129,C
3,5129,[C@@H]Rc3cccRcc3
4,5129,C
5,5129,F
0,5130,CCRCc1cccRcc1
1,5130,C
2,5130,CRCRO
3,5130,C
4,5130,=O
0,5131,Cc1nncRo1
1,5131,-c2cccRcRc2
2,5131,C
3,5131,-c3cccRcc3
4,5131,CRNCC4CC4
5,5131,=O
0,5132,Nc1nc2cccRcc2s1
1,5132,OCRRF
2,5132,F
3,5132,F
0,5133,CCROc1ccccc1CRO
1,5133,=O
2,5133,=O
0,5134,CN1[C@H]2CC[C@@H]1[C@@H]R[C@@H]RC2
1,5134,CRO
2,5134,O
3,5134,=O
0,5135,CC1=CRCRc2ccccc2C1=O
1,5135,CCCCCCRO
2,5135,=O
3,5135,=O
0,5136,CCCCCCCCCCRO
1,5136,=O
0,5137,CNRCCCN1c2ccccc2Sc2cccRcc21
1,5137,C
2,5137,L
0,5138,CCROCRCCC/C=C\C[C@H]1[C@@H]RC[C@@H]R[C@@H]1/C=C/CRRCOc1ccccc1
1,5138,C
2,5138,=O
3,5138,O
4,5138,O
5,5138,F
6,5138,F
0,5139,CNRCC/C=C1/c2ccccc2COc2cccRcc21
1,5139,C
2,5139,CCRO
3,5139,=O
0,5140,CO[C@H]1O[C@H]R[C@@H]R[C@H]R[C@@H]1S[C@H]1O[C@H]R[C@@H]R[C@H]R[C@@H]1O
1,5140,CO
2,5140,O
3,5140,O
4,5140,CO
5,5140,O
6,5140,O
0,5141,C#C[C@]1RCC[C@H]2[C@@H]3CCC4=CCRCC[C@@H]4[C@H]3CC[C@@]21CC
1,5141,O
2,5141,=O
0,5142,COc1cccRcc1
1,5142,SRRN2CCCSCRR[C@H]2CRNO
